Employee_ID,Name,Age,Gender,Department,Job_Role,Join_Date,Salary,Performance_Rating,Experience_Years,Attrition,Exit_Date,Attrition_Reason
40282,Amanda Burgess,42,Male,Sales,Executive,2022-01-09,87164,2,5,No,,
40283,Sarah Lane,49,Male,IT,Analyst,2023-11-25,115655,4,9,No,,
40284,Anne Johnson,49,Male,Finance,Engineer,2023-06-07,98165,5,14,Yes,2023-06-17,Better Offer
40285,Lori Elliott,46,Female,Sales,Analyst,2025-04-18,98297,4,15,No,,
40286,Lori Leon,36,Female,HR,Analyst,2025-06-01,96633,4,5,No,,
40287,Danielle Lopez,41,Male,IT,Engineer,2021-08-20,88283,1,15,Yes,2026-04-29,Better Offer
40288,Katherine Ruiz,30,Female,IT,Executive,2023-06-20,117640,2,3,Yes,2025-07-11,Work Pressure
40289,Heidi Ramirez,50,Male,HR,Engineer,2023-04-26,64950,3,14,No,,
40290,John Haynes,42,Female,HR,Analyst,2021-08-07,71729,4,1,No,,
40291,Jesse Moore,49,Female,Finance,Analyst,2025-01-31,74598,3,4,Yes,2025-06-16,Low Salary
40292,Tricia Strickland MD,23,Male,Finance,Engineer,2022-07-30,71758,3,6,No,,
40293,Christina Moore DDS,47,Male,IT,Executive,2026-02-12,52987,2,3,No,,
40294,Johnny Ayers,26,Female,Sales,Analyst,2021-08-11,74657,2,6,No,,
40295,Wayne Foster DDS,37,Female,IT,Manager,2022-07-30,58434,5,13,No,,
40296,Mark Potts,54,Male,IT,Executive,2025-01-13,96523,4,9,No,,
40297,Misty Mitchell,33,Female,Finance,Manager,2022-09-03,52789,4,12,No,,
40298,Laura Harrison,41,Male,HR,Executive,2023-04-14,84470,5,10,No,,
40299,Claudia Wagner,30,Female,Finance,Executive,2024-08-25,104102,5,9,No,,
40300,Bobby Holder,54,Female,HR,Engineer,2023-02-04,56353,4,3,Yes,2025-09-02,Work Pressure
40301,John Andrews,46,Male,IT,Analyst,2022-08-28,43472,3,15,No,,
40302,Mariah Carpenter,37,Female,Finance,Engineer,2024-11-10,112330,2,12,No,,
40303,Mary Bradford,31,Male,Sales,Engineer,2025-12-17,58589,5,4,No,,
40304,William Warner,22,Male,Finance,Engineer,2024-07-25,115523,2,10,No,,
40305,Micheal Hampton,23,Male,HR,Manager,2024-12-24,29883,1,11,Yes,2025-09-25,Low Salary
40306,Jose Silva,41,Female,IT,Executive,2025-11-07,47185,4,6,No,,
40307,Andrew Davis,45,Male,IT,Engineer,2023-11-28,118524,4,13,No,,
40308,James Jones,55,Male,HR,Analyst,2024-06-08,80485,3,15,No,,
40309,Mark Johnson,37,Male,HR,Executive,2023-07-05,82126,4,9,No,,
40310,Jeffrey Fuller,34,Female,HR,Analyst,2024-12-16,36638,3,8,No,,
40311,Allen Savage,35,Female,HR,Manager,2024-08-30,112005,4,8,No,,
40312,Travis Ferguson,51,Female,IT,Engineer,2022-12-18,84166,2,8,No,,
40313,Jerome Wilson,42,Female,Finance,Engineer,2021-10-19,86982,1,1,Yes,2025-01-02,Better Offer
40314,Evelyn Watson,49,Male,HR,Manager,2024-05-13,65771,5,4,No,,
40315,Alexa Rivera,26,Male,IT,Manager,2021-06-12,48160,3,5,No,,
40316,Shane Hutchinson,39,Female,IT,Engineer,2022-08-15,112897,5,7,No,,
40317,Rachel Pearson,35,Female,Finance,Manager,2023-11-03,118668,1,1,No,,
40318,Anna Pierce,48,Male,Finance,Analyst,2024-05-23,73015,1,6,Yes,2024-12-29,Low Salary
40319,Catherine Simon,22,Male,HR,Executive,2023-01-11,35755,3,8,Yes,2024-03-04,Better Offer
40320,Tammy Pierce,55,Female,IT,Manager,2022-06-17,78869,4,3,Yes,2024-07-10,Better Offer
40321,Craig Wiley,53,Male,Finance,Engineer,2023-02-26,54425,5,7,No,,
40322,Jennifer Long,37,Female,Sales,Manager,2026-02-13,54107,3,13,Yes,2026-02-27,Work Pressure
40323,Lance Miller,24,Male,HR,Analyst,2022-06-14,48647,3,15,Yes,2025-04-04,Work Pressure
40324,Amanda Zimmerman,29,Male,Sales,Engineer,2025-02-18,34612,5,6,No,,
40325,Mary Adams,37,Female,Finance,Engineer,2024-06-02,30110,4,11,No,,
40326,Arthur Tate,37,Female,HR,Engineer,2022-04-06,43812,2,2,No,,
40327,Blake Roth,33,Male,HR,Manager,2022-12-15,118566,1,15,No,,
40328,Angela Johnson,41,Female,HR,Analyst,2025-01-26,71408,5,13,Yes,2025-03-11,Work Pressure
40329,Donna Murray,50,Male,Sales,Manager,2024-06-30,25338,4,15,Yes,2025-10-22,Low Salary
40330,Morgan Jensen,23,Male,IT,Manager,2024-10-25,107536,3,3,No,,
40331,Susan Mcmahon,54,Female,Sales,Executive,2022-07-05,68771,4,1,No,,
40332,Patricia Jones,50,Male,Sales,Manager,2022-10-29,82186,4,5,No,,
40333,Jill Vazquez,26,Female,Finance,Analyst,2025-06-30,78077,2,14,Yes,2026-02-26,Low Salary
40334,Jason Blair,25,Male,Finance,Manager,2023-05-03,45826,3,13,No,,
40335,Patricia Reynolds,40,Female,IT,Analyst,2023-02-10,83666,5,14,No,,
40336,Anthony Kelly,55,Female,HR,Executive,2023-03-01,67278,5,2,Yes,2026-04-15,Work Pressure
40337,Kenneth Bennett,52,Female,HR,Executive,2022-07-27,78647,5,6,No,,
40338,Jennifer George,49,Male,Finance,Engineer,2026-04-01,106682,1,6,No,,
40339,Andrea Smith,53,Male,Finance,Manager,2023-09-27,79834,1,12,No,,
40340,Jasmine Robinson,32,Female,IT,Analyst,2024-07-12,56507,1,7,No,,
40341,Joseph White,52,Female,Finance,Analyst,2023-07-03,43149,4,5,Yes,2023-12-28,Better Offer
40342,Donna Gray,41,Male,IT,Manager,2022-12-17,99618,2,13,Yes,2024-12-23,Better Offer
40343,Richard Figueroa DDS,45,Male,IT,Manager,2024-12-03,58810,5,5,Yes,2025-02-09,Better Offer
40344,Matthew Robinson,35,Male,HR,Analyst,2024-12-25,71936,3,7,No,,
40345,Gregory Jackson,40,Female,HR,Executive,2024-07-06,57735,4,1,No,,
40346,Joshua Hunter,48,Male,HR,Analyst,2023-06-09,92858,2,8,No,,
40347,Charles Williams,47,Female,Finance,Analyst,2024-02-20,53717,3,13,Yes,2025-06-01,Better Offer
40348,Rachel Glover,28,Female,IT,Analyst,2021-07-14,105732,1,4,No,,
40349,Rhonda Gonzales,35,Male,Sales,Manager,2023-05-22,32888,5,1,Yes,2024-02-25,Work Pressure
40350,Michael Knight,45,Male,HR,Engineer,2026-01-03,59396,3,13,No,,
40351,Chad Burgess,30,Male,Sales,Executive,2021-11-03,116246,5,15,No,,
40352,Ashley Martinez,44,Male,IT,Analyst,2021-05-15,112684,3,11,Yes,2022-08-19,Low Salary
40353,Peter Lewis,40,Female,Finance,Manager,2024-08-19,38579,1,11,No,,
40354,Thomas Cervantes,54,Male,IT,Engineer,2024-03-10,79523,4,4,No,,
40355,Thomas Martinez,55,Male,Finance,Executive,2023-09-16,119062,3,6,No,,
40356,Courtney Hodges,46,Male,Finance,Executive,2021-11-10,112388,4,7,Yes,2022-04-03,Low Salary
40357,Pam Valdez,22,Male,Sales,Analyst,2025-04-26,40226,1,7,Yes,2026-04-26,Work Pressure
40358,Sarah Ballard,25,Female,Sales,Analyst,2021-07-01,91476,1,13,No,,
40359,Earl Robinson,23,Male,Finance,Executive,2021-07-16,39629,4,13,No,,
40360,Christopher Morgan,35,Female,Sales,Executive,2024-08-21,62809,2,13,No,,
40361,Donald Williams,46,Female,Finance,Engineer,2025-07-24,113309,2,3,No,,
40362,Keith Campbell,43,Female,HR,Executive,2025-11-23,56711,2,9,No,,
40363,Denise Miller,30,Male,Finance,Manager,2021-12-25,78631,4,2,No,,
40364,Ashley Walton,50,Female,Sales,Executive,2023-08-06,34021,1,5,No,,
40365,Laura Briggs,46,Male,HR,Executive,2023-12-01,106189,3,15,No,,
40366,Kristen Williams,42,Male,Sales,Executive,2023-08-23,32873,3,5,No,,
40367,Lisa Henderson,52,Female,Finance,Manager,2024-06-29,59163,2,5,No,,
40368,Vincent Wright,28,Male,Sales,Executive,2022-11-10,34791,5,3,Yes,2023-06-19,Work Pressure
40369,Alyssa Mitchell,32,Male,IT,Manager,2022-10-27,95514,1,14,Yes,2024-02-07,Work Pressure
40370,Joseph Sparks,26,Male,Finance,Manager,2024-08-25,60061,3,5,No,,
40371,Kenneth Johnson,35,Male,Finance,Engineer,2023-12-21,67683,1,7,No,,
40372,Jacob Steele,51,Female,Finance,Engineer,2025-11-29,77197,3,15,Yes,2025-12-22,Work Pressure
40373,Tina Sawyer,39,Male,HR,Analyst,2023-08-07,85873,3,2,Yes,2024-02-07,Work Pressure
40374,Ricky Hernandez,39,Female,IT,Analyst,2026-01-22,98802,3,10,No,,
40375,Mr. Jonathan Fields DDS,49,Male,Sales,Manager,2021-10-05,81772,3,15,No,,
40376,Jason Smith,40,Male,IT,Analyst,2023-10-18,78681,4,2,No,,
40377,Jennifer Davis,47,Female,Finance,Engineer,2022-07-05,55850,2,7,No,,
40378,Pamela Rodriguez,51,Female,HR,Analyst,2025-01-28,85855,2,6,Yes,2025-03-06,Better Offer
40379,Jared Zamora,41,Male,Finance,Executive,2023-04-12,28925,2,9,Yes,2024-06-08,Low Salary
40380,Nichole Hernandez,43,Male,Sales,Executive,2024-08-30,60075,3,1,Yes,2024-11-05,Work Pressure
40381,Kelsey Mclaughlin,32,Male,IT,Manager,2022-03-09,35097,2,14,No,,
40382,Jaime Frye,42,Female,IT,Analyst,2023-10-21,85591,2,11,No,,
40383,Cathy Tyler,30,Male,IT,Analyst,2022-06-16,93898,1,3,No,,
40384,Michael Holt,28,Female,Sales,Executive,2025-09-05,52570,5,1,Yes,2026-01-13,Work Pressure
40385,Michelle Woodard,40,Female,Sales,Executive,2023-01-06,72748,4,2,No,,
40386,Jeffrey Petty,28,Male,Finance,Engineer,2024-10-29,108010,5,5,No,,
40387,Nichole Rodriguez,36,Male,HR,Analyst,2023-12-22,107696,3,4,No,,
40388,Collin Baxter,45,Male,IT,Manager,2021-08-25,63853,5,9,No,,
40389,Danny Thornton,49,Female,Sales,Engineer,2024-06-21,43602,3,2,Yes,2025-06-12,Work Pressure
40390,Angela Torres,40,Male,HR,Engineer,2022-09-11,109052,2,8,Yes,2023-12-12,Better Offer
40391,Justin Hughes,41,Female,HR,Engineer,2022-03-08,34468,3,13,No,,
40392,Sara Martin,38,Female,HR,Executive,2022-03-10,42035,1,1,No,,
40393,Ann Forbes,24,Male,IT,Engineer,2023-08-22,46180,5,9,Yes,2024-02-17,Low Salary
40394,William West,24,Male,Sales,Engineer,2023-07-13,35482,2,9,No,,
40395,Michelle Fowler,51,Female,Finance,Engineer,2024-08-08,27922,2,9,No,,
40396,James Crawford,45,Male,Finance,Analyst,2024-01-19,60918,2,14,No,,
40397,Alexandra Ruiz,30,Male,Finance,Manager,2025-03-28,75193,3,5,No,,
40398,Nicholas Webb,30,Male,Finance,Manager,2024-09-22,73615,3,10,No,,
40399,Karen Huber,49,Female,Finance,Engineer,2021-08-21,31215,1,7,Yes,2023-01-19,Better Offer
40400,Sara Moore,35,Male,Finance,Manager,2023-07-20,29169,5,7,No,,
40401,Daniel Sanchez,35,Male,Sales,Engineer,2025-08-29,64127,2,2,No,,
40402,Christopher Decker,53,Male,HR,Analyst,2026-03-27,49365,2,7,No,,
40403,Chad Vance,43,Male,IT,Manager,2024-06-01,73390,2,7,No,,
40404,Amy Ross,43,Male,HR,Engineer,2021-12-19,119368,4,14,No,,
40405,Erin Oliver,28,Female,HR,Engineer,2022-02-15,79203,4,11,No,,
40406,Rita Walton,52,Female,Sales,Engineer,2022-03-24,100574,3,9,No,,
40407,Frank Murray,33,Female,Sales,Executive,2026-04-07,90518,1,8,No,,
40408,Jessica Powers,46,Female,IT,Analyst,2025-04-04,71548,1,10,No,,
40409,Deborah White,48,Female,IT,Engineer,2021-05-01,26073,3,4,Yes,2025-08-18,Better Offer
40410,Rebecca Mora,38,Female,Sales,Analyst,2022-12-03,53441,2,4,No,,
40411,Billy Kelly,30,Female,Finance,Analyst,2022-12-20,95755,3,3,No,,
40412,Marissa Burgess,44,Male,IT,Manager,2025-09-07,37661,3,10,Yes,2026-04-19,Work Pressure
40413,Joel Johnson,49,Male,Finance,Manager,2022-09-05,30943,1,8,No,,
40414,Scott Silva,22,Male,Finance,Analyst,2025-11-26,44296,2,2,Yes,2026-02-20,Better Offer
40415,Samuel Holmes,22,Male,Finance,Manager,2024-11-28,76692,4,12,No,,
40416,Levi Taylor,55,Female,HR,Manager,2023-07-02,110591,4,13,No,,
40417,Christine Hull,51,Female,IT,Executive,2021-07-24,43904,2,2,Yes,2023-01-01,Better Offer
40418,Tara Chavez,22,Female,HR,Manager,2024-12-05,82263,5,5,Yes,2025-11-28,Low Salary
40419,Julia Valdez,46,Female,Finance,Analyst,2022-07-18,94164,2,3,No,,
40420,Andrea Ray,48,Female,HR,Executive,2025-06-02,73255,5,3,No,,
40421,Lindsey Rose MD,54,Female,Sales,Executive,2022-11-24,112498,5,13,No,,
40422,Mr. Joseph Friedman DDS,25,Male,HR,Executive,2023-03-06,97238,4,14,No,,
40423,Jacob Morris,41,Female,HR,Manager,2022-09-09,62418,3,4,No,,
40424,Drew Barnes,51,Male,Sales,Manager,2024-06-05,118751,2,12,Yes,2025-04-07,Better Offer
40425,Andrew Phillips,26,Female,Sales,Analyst,2024-11-06,43690,2,12,No,,
40426,Tanya Hale,24,Male,Finance,Manager,2021-11-19,114846,3,11,Yes,2022-05-05,Better Offer
40427,Tom Winters,38,Female,HR,Engineer,2023-08-27,103281,1,7,No,,
40428,David Murphy,45,Male,IT,Analyst,2022-06-12,67411,2,13,No,,
40429,Jacob Hudson,30,Male,Sales,Analyst,2026-01-25,69115,1,2,Yes,2026-04-08,Better Offer
40430,Richard Douglas,45,Female,IT,Manager,2025-08-28,78259,3,12,Yes,2026-04-14,Low Salary
40431,Kristin Decker,28,Male,IT,Engineer,2023-02-19,46872,2,1,No,,
40432,Terry Coffey,50,Female,Finance,Engineer,2021-07-15,28400,4,5,Yes,2025-08-02,Work Pressure
40433,Mrs. Deanna Cherry,55,Male,IT,Manager,2023-02-27,28123,5,7,No,,
40434,Kristen Wood,49,Male,Finance,Manager,2023-03-23,105728,5,5,No,,
40435,Jason Diaz,32,Male,Sales,Manager,2025-05-05,29632,3,13,No,,
40436,Dwayne Nichols PhD,35,Female,HR,Analyst,2024-01-15,69680,2,1,No,,
40437,Susan Davis,27,Male,HR,Analyst,2024-06-13,63705,1,9,Yes,2025-03-23,Work Pressure
40438,Dana Martinez,22,Male,Sales,Analyst,2024-08-27,48649,1,5,No,,
40439,Jason Weiss,24,Male,HR,Engineer,2025-05-28,34921,2,11,Yes,2026-03-23,Low Salary
40440,Ronald Wood,35,Male,HR,Manager,2022-04-05,118314,2,3,No,,
40441,Angela Brown,41,Male,Sales,Executive,2025-03-01,110293,4,10,Yes,2025-11-02,Better Offer
40442,Melissa Dunn,37,Female,Sales,Analyst,2022-07-07,48825,2,6,No,,
40443,Savannah Wright,40,Male,Finance,Executive,2026-04-06,85210,2,6,No,,
40444,Nathaniel Moody,23,Female,HR,Executive,2024-12-10,81639,3,15,Yes,2026-03-06,Work Pressure
40445,Jessica Gordon,53,Female,Finance,Analyst,2025-11-16,108558,1,2,No,,
40446,Elizabeth Walker,33,Female,HR,Manager,2024-07-31,68916,5,10,No,,
40447,Michelle Jones,50,Female,IT,Executive,2021-09-09,46730,2,15,No,,
40448,Brian Burgess,44,Female,HR,Engineer,2023-07-20,64615,1,1,No,,
40449,Martin Pearson,45,Male,IT,Engineer,2024-04-08,64010,3,15,Yes,2026-03-18,Better Offer
40450,Chad Thomas,53,Female,IT,Analyst,2025-03-28,105113,5,6,Yes,2025-10-23,Better Offer
40451,Rachel Lane,26,Female,Sales,Engineer,2025-01-27,40279,4,11,Yes,2026-03-26,Better Offer
40452,Eric Middleton,32,Female,IT,Analyst,2024-05-12,87592,1,10,No,,
40453,Emily Cruz,26,Female,HR,Analyst,2025-03-23,60412,3,3,No,,
40454,Jesus Wright,27,Male,HR,Executive,2025-09-29,28893,5,7,Yes,2025-10-30,Better Offer
40455,Bill Quinn,32,Male,IT,Executive,2025-01-27,108104,1,9,Yes,2025-07-31,Better Offer
40456,Jeffrey Gonzalez II,53,Male,Finance,Manager,2022-01-08,117362,1,12,No,,
40457,Karina Franklin,47,Female,HR,Analyst,2021-09-21,73735,3,2,No,,
40458,Ashley Mccullough,37,Male,IT,Manager,2022-05-24,28162,2,8,Yes,2023-02-24,Work Pressure
40459,Kyle Snyder,26,Female,Sales,Analyst,2023-01-20,109828,2,12,No,,
40460,Margaret Jones,31,Female,IT,Manager,2024-11-13,96175,2,8,Yes,2025-01-28,Low Salary
40461,William Newton,38,Female,Finance,Analyst,2021-12-11,115724,1,5,No,,
40462,John Glover,51,Female,IT,Analyst,2021-12-18,110200,2,9,No,,
40463,Melissa Leblanc,45,Male,Sales,Manager,2025-05-11,109190,5,14,No,,
40464,Matthew Hicks,25,Female,Sales,Analyst,2022-01-10,90141,5,10,No,,
40465,Tracy Nixon,26,Male,Sales,Executive,2023-02-22,104939,5,6,No,,
40466,Mark Edwards,53,Male,HR,Manager,2023-10-08,101539,4,4,Yes,2025-08-07,Low Salary
40467,Jeremy Riley,41,Female,HR,Manager,2022-06-11,64110,2,5,No,,
40468,Charles Parker,54,Male,Sales,Executive,2021-10-05,48105,4,1,No,,
40469,Connor Wong,28,Male,Finance,Manager,2024-12-18,65200,5,13,Yes,2026-03-07,Better Offer
40470,Steven Benjamin,54,Male,Sales,Executive,2021-06-21,35772,4,10,No,,
40471,Tina Martinez,29,Male,Sales,Manager,2024-01-31,55792,1,3,Yes,2024-12-01,Better Offer
40472,Randall Ward,46,Male,IT,Analyst,2025-05-21,56406,4,3,Yes,2025-08-01,Low Salary
40473,Ashley Farmer,55,Female,Sales,Manager,2024-03-25,25010,2,2,No,,
40474,Ricky Wallace,24,Female,Sales,Executive,2024-04-16,55186,5,12,No,,
40475,Steven Robertson,34,Male,Finance,Manager,2022-03-27,114564,3,12,No,,
40476,Mr. Joseph Williams,42,Female,IT,Manager,2021-11-09,82729,5,5,No,,
40477,Alison Chandler,31,Male,Finance,Executive,2021-05-28,73139,5,2,No,,
40478,Mary Anderson,30,Female,Finance,Manager,2021-10-07,58588,5,10,No,,
40479,Patrick Hubbard,23,Male,HR,Analyst,2025-08-12,76391,1,2,No,,
40480,Andrew Fuller,31,Female,IT,Engineer,2023-01-18,89758,1,15,No,,
40481,Jessica Olson,48,Female,Finance,Engineer,2024-06-18,30464,1,8,Yes,2025-01-06,Better Offer
40482,Brenda Gutierrez,27,Male,IT,Manager,2022-05-31,38530,4,8,No,,
40483,Amber James,43,Male,IT,Engineer,2023-01-28,119673,3,13,Yes,2024-04-10,Work Pressure
40484,Savannah Bryant,36,Female,IT,Engineer,2025-11-12,114033,4,7,No,,
40485,Julie Flores,48,Female,Sales,Executive,2024-01-01,104850,3,3,No,,
40486,Rodney Stanley,30,Female,Sales,Manager,2022-08-27,101773,5,13,No,,
40487,Tara Fisher,45,Female,HR,Engineer,2023-03-10,106321,2,9,Yes,2023-11-01,Low Salary
40488,Patricia Jordan,48,Female,HR,Executive,2021-11-17,46928,3,13,No,,
40489,Steven Shelton,39,Female,IT,Executive,2022-08-24,33846,4,2,Yes,2025-07-04,Work Pressure
40490,Johnny Santana,24,Male,Sales,Engineer,2022-04-21,69140,4,5,Yes,2022-10-13,Work Pressure
40491,Maria Wright,48,Male,Finance,Manager,2025-10-16,43258,3,11,No,,
40492,Maureen Mason,40,Male,Finance,Engineer,2025-05-19,105912,2,11,No,,
40493,Shawn Beck,52,Male,IT,Engineer,2022-11-12,68439,5,5,No,,
40494,Dana Barber,50,Female,Finance,Analyst,2021-09-29,73631,2,9,No,,
40495,Michael Oliver,49,Female,IT,Manager,2025-08-17,39355,2,1,Yes,2025-08-29,Better Offer
40496,Aaron Bullock,33,Female,IT,Analyst,2022-02-23,81552,5,3,No,,
40497,Madeline Mcbride,30,Male,IT,Executive,2025-08-24,57641,3,8,Yes,2026-03-09,Low Salary
40498,Jessica Parker,30,Female,IT,Executive,2024-11-08,107056,5,1,No,,
40499,Kristi Reyes,41,Female,Finance,Analyst,2025-02-02,108521,2,3,Yes,2025-10-01,Better Offer
40500,Sarah Johnson,52,Male,Finance,Executive,2025-12-02,118139,2,7,No,,
40501,Danielle Pacheco,31,Female,Finance,Analyst,2022-04-20,73869,4,7,No,,
40502,Stanley Madden,45,Male,IT,Manager,2022-02-09,40540,2,9,No,,
40503,Paula Huynh,54,Male,Sales,Engineer,2024-07-22,93254,1,13,No,,
40504,Keith West,29,Male,Finance,Engineer,2021-12-30,108762,4,7,No,,
40505,Michael Lara,25,Male,Finance,Manager,2023-10-31,79879,3,7,Yes,2025-03-04,Work Pressure
40506,Rebecca Castro,27,Male,IT,Manager,2021-08-05,48272,4,7,No,,
40507,Cole Warren,36,Female,HR,Engineer,2022-11-04,110021,3,12,No,,
40508,Robert Smith,36,Male,Sales,Analyst,2026-04-13,75270,1,4,Yes,2026-04-18,Low Salary
40509,Jeffrey Gaines,45,Female,HR,Engineer,2022-11-28,82766,1,14,No,,
40510,Deborah Acevedo,47,Male,Finance,Executive,2023-11-20,47122,1,9,Yes,2025-09-16,Work Pressure
40511,David Fowler,45,Female,Finance,Executive,2023-01-27,85418,2,2,No,,
40512,Rebecca Ross DDS,23,Female,Sales,Analyst,2025-12-22,119646,1,6,No,,
40513,April Williams,41,Male,IT,Manager,2022-09-19,64601,2,2,No,,
40514,Tristan Strickland,27,Male,Sales,Executive,2024-09-29,56260,1,4,No,,
40515,Edward Drake,35,Male,IT,Executive,2021-08-23,99603,1,2,Yes,2023-08-08,Work Pressure
40516,Jacob Owen,55,Male,Sales,Engineer,2023-04-13,44144,1,12,Yes,2025-11-30,Low Salary
40517,John Smith,41,Female,Sales,Analyst,2023-11-30,35817,2,8,No,,
40518,Jeremy Foster,34,Male,IT,Executive,2025-08-26,104113,2,9,No,,
40519,Julia Gregory,22,Female,Finance,Engineer,2025-06-04,79979,5,15,No,,
40520,Connie Brown,35,Female,HR,Analyst,2025-04-27,33166,4,6,No,,
40521,Andrew Williamson,48,Male,Sales,Manager,2024-06-30,38648,3,5,No,,
40522,Maria Clark,38,Female,HR,Engineer,2023-06-13,29665,1,8,No,,
40523,Christine Delgado,31,Male,Sales,Executive,2023-01-06,108562,5,2,No,,
40524,Kayla Lynch,37,Male,Finance,Engineer,2025-10-21,52279,2,2,No,,
40525,Betty Gray,32,Male,HR,Analyst,2025-05-30,42253,4,14,No,,
40526,Daniel Smith,55,Female,IT,Manager,2025-11-15,56861,1,5,No,,
40527,Dr. Jesse George,38,Female,HR,Manager,2025-09-05,38172,2,1,No,,
40528,Charles Navarro,44,Female,Sales,Engineer,2023-05-06,50850,1,4,No,,
40529,Jaime Garcia,45,Male,Finance,Analyst,2023-12-03,94322,5,6,No,,
40530,Anthony Holmes,43,Female,Finance,Analyst,2022-09-26,111527,5,9,No,,
40531,Christopher Jones,31,Female,Sales,Manager,2021-12-22,111872,5,1,No,,
40532,Becky Hernandez,51,Male,Finance,Executive,2025-08-12,64640,1,12,No,,
40533,Tiffany Bell,39,Female,HR,Engineer,2024-02-24,98798,3,13,No,,
40534,Joseph Underwood,44,Female,HR,Analyst,2021-09-23,76750,3,6,No,,
40535,Natalie Lopez,55,Male,HR,Engineer,2023-11-13,34431,3,9,No,,
40536,Jesse Scott,25,Female,Sales,Executive,2021-06-09,58766,4,8,No,,
40537,Kerry Payne,23,Female,HR,Executive,2026-03-11,56217,4,5,No,,
40538,Warren Ward,54,Male,Finance,Manager,2024-04-14,74246,5,5,Yes,2025-07-02,Work Pressure
40539,Jennifer Clark,45,Male,Finance,Engineer,2023-11-28,49512,5,12,No,,
40540,Isaiah Carpenter II,54,Female,Sales,Analyst,2021-06-18,26291,4,5,No,,
40541,Kenneth Morris,40,Female,Sales,Analyst,2023-08-20,56855,4,7,No,,
40542,Edward Patrick,31,Female,Sales,Manager,2024-04-12,28409,3,8,Yes,2024-07-02,Low Salary
40543,Antonio Porter,51,Female,Sales,Engineer,2024-08-22,83324,3,11,Yes,2025-02-22,Low Salary
40544,Kelly Rodriguez,31,Female,Sales,Analyst,2021-07-19,115524,1,8,No,,
40545,Julia Taylor,29,Male,Finance,Engineer,2024-03-22,25497,4,6,No,,
40546,Christopher Payne,45,Female,Finance,Executive,2024-08-13,50998,1,12,No,,
40547,Michelle Mcdonald,50,Female,Finance,Executive,2021-12-27,25114,2,5,No,,
40548,Roy Beltran,49,Male,Sales,Executive,2025-09-30,105681,5,12,No,,
40549,Adam Blair,46,Male,Finance,Manager,2025-10-26,65093,5,2,No,,
40550,Sheila Wright,28,Female,Sales,Manager,2025-06-08,80034,3,5,No,,
40551,Michelle Harris,25,Male,IT,Manager,2024-11-29,96872,4,8,No,,
40552,Scott Perez,33,Female,Sales,Analyst,2026-03-24,98656,3,9,Yes,2026-03-24,Work Pressure
40553,Tabitha Robinson,22,Female,Sales,Executive,2024-07-16,56995,4,6,Yes,2025-07-18,Better Offer
40554,Heather Gibson,44,Male,IT,Engineer,2023-11-22,40202,3,9,Yes,2025-11-22,Better Offer
40555,Kevin Smith,27,Female,Sales,Executive,2021-07-22,75261,1,2,No,,
40556,Sara Ellis,48,Male,IT,Executive,2024-04-29,89927,3,4,No,,
40557,Lori Nunez,29,Female,HR,Analyst,2022-05-16,38393,2,15,No,,
40558,Daniel Chang,45,Male,HR,Engineer,2025-03-14,40775,5,8,Yes,2026-01-07,Better Offer
40559,Greg Estrada,54,Male,IT,Engineer,2022-09-24,32220,2,2,No,,
40560,Kerry Young,22,Female,HR,Manager,2023-04-17,74153,2,11,No,,
40561,Pam Green,36,Female,Sales,Engineer,2023-09-19,66712,4,3,No,,
40562,Dawn Johnson,38,Female,Finance,Manager,2021-05-04,42481,5,9,No,,
40563,William Marquez,46,Male,Finance,Manager,2023-03-21,109833,2,4,No,,
40564,John Harris,50,Male,IT,Engineer,2023-07-26,90569,5,7,No,,
40565,Sabrina Elliott,40,Male,IT,Engineer,2023-10-24,87230,3,7,No,,
40566,Jeff Cabrera,26,Female,HR,Engineer,2025-10-16,110391,4,8,No,,
40567,Suzanne Saunders,32,Male,Finance,Engineer,2025-10-06,103493,5,4,No,,
40568,Heather Juarez,46,Male,Sales,Analyst,2025-06-01,60276,3,11,No,,
40569,Amanda Webster,33,Female,IT,Executive,2022-04-26,26401,3,4,No,,
40570,Juan Greene,50,Female,IT,Engineer,2022-04-13,50885,5,15,No,,
40571,Brian Everett,41,Male,IT,Executive,2025-03-08,70774,1,4,Yes,2025-04-06,Work Pressure
40572,Robert Sparks,54,Male,HR,Manager,2021-06-15,72877,2,15,Yes,2024-10-03,Better Offer
40573,Lisa Norris,54,Male,HR,Executive,2024-04-27,33804,3,4,No,,
40574,Karl Moreno,23,Female,HR,Executive,2024-07-20,92446,1,14,No,,
40575,Scott Odom,27,Female,Sales,Executive,2024-09-05,86887,2,13,No,,
40576,Dustin Hammond,48,Male,Finance,Engineer,2023-09-27,70273,4,14,No,,
40577,Ronnie Morris,36,Female,Sales,Executive,2023-10-19,55919,1,13,No,,
40578,Ashley Nelson,54,Female,IT,Manager,2024-12-06,73705,2,11,Yes,2024-12-26,Work Pressure
40579,Christina Sampson,43,Male,Finance,Executive,2023-01-07,108907,3,10,No,,
40580,Gary Wade,30,Male,Sales,Engineer,2023-06-21,86966,4,13,Yes,2024-04-04,Work Pressure
40581,Tiffany Terry,23,Female,Sales,Analyst,2022-07-17,47009,2,7,No,,
40582,Dr. Michelle Contreras,54,Female,Finance,Manager,2023-09-14,92572,5,13,Yes,2025-09-06,Better Offer
